PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2025-04-11,20:01:53,2,2,"Hoffman, Kendall",825929,Right,HOU_COU,"Kresser, Brodie",823914,Right,WES_MOU,Undefined,5,Top,1,1,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.19706,0.010231,-3.198702,2092.597288,255.702013,2:30,5.22344,1.37769,5.99877,-29.79998,4.7304,13.93957,2.7496,-0.42784,81.79175,-5.539357,-0.695187,0.422934,,,,,,,,,,,,-8.22815,2.73012,-1.13365,50,5.20775,6.7382,-130.83125,-0.99479,-14.12084,30.14406,-27.48869,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,b97c4830-1739-11f0-b3ec-b7b50aa593bb,89.1214,,,8.40531,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:01:53,2025-04-11T20:01:53.4770000-05:00,2025-04-12T01:01:53.4770000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,0fdd7046-a3b6-44f6-82a7-8d12c7577b80,54.50346,-131.86478,15.07203,5.2257,-0.0523,-13.74435,-1.37298,7.22235,-7.06042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2025-04-11,20:02:19,2,3,"Hoffman, Kendall",825929,Right,HOU_COU,"Kresser, Brodie",823914,Right,WES_MOU,Undefined,5,Top,1,1,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,91.10767,-0.358768,-3.262952,2060.060512,253.360391,2:30,5.28931,1.21986,5.60545,-27.99624,6.04811,16.65355,2.62083,-0.44167,83.33403,-5.525566,-0.293642,0.419946,98.47481,-12.941625,6.213916,,,,,11.65447,11.65447,8.020719,0.076827,-9.35079,3.47831,-0.95146,50,5.24042,6.79491,-132.1691,-1.86068,-16.55617,27.9187,-26.01547,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,c8e91aa0-1739-11f0-b3ec-b7b50aa593bb,89.75535,2.48914,,7.77364,,,,0.77214,2.48914,0.4537,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:02:19,2025-04-11T20:02:19.2560000-05:00,2025-04-12T01:02:19.2560000Z,GroundBall,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,8ef57271-fd09-418e-8ed6-0a006581fb01,54.89667,-133.19943,13.95935,5.29137,-0.90058,-13.00773,-1.2135,7.40592,-8.27809,180,0.7693,140.16319,,,,,,,,2.48979,-32.3992,,,,,,,,0.45339,15.26104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2025-04-11,20:03:34,3,1,"Hoffman, Kendall",825929,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,5,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.18962,1.297202,-0.625053,2306.73081,101.504079,9:30,5.18026,1.60736,5.51661,-41.16101,2.37681,-4.15146,2.96342,0.67691,73.42101,-6.287498,-1.365158,0.474903,,,,,,,,,,,,1.87945,1.28122,-1.5501,50,5.26614,1.45638,-117.69287,1.25247,2.6007,25.13927,-30.40115,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,f5716730-1739-11f0-b3ec-b7b50aa593bb,79.36875,,,7.76861,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:03:34,2025-04-11T20:03:34.1200000-05:00,2025-04-12T01:03:34.1200000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,746e086f-9951-40f3-8bac-5d0ff9ee0a38,54.98126,-118.7521,12.56963,5.18638,2.53341,-15.20057,-1.60916,1.3468,1.30035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2025-04-11,20:04:12,3,2,"Hoffman, Kendall",825929,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,5,Top,1,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.58479,0.455748,-0.525159,2293.341258,78.307301,8:30,5.12494,1.48823,5.51958,-42.79132,0.34055,-5.73654,1.98516,0.51915,73.89133,-7.405064,-1.548906,0.472684,,,,,,,,,,,,2.71697,0.49409,-1.43859,50,5.13626,1.32057,-118.30525,-0.54212,3.79303,25.71942,-31.48425,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,0be7fba0-173a-11f0-b3ec-b7b50aa593bb,79.74137,,,7.69346,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:04:12,2025-04-11T20:04:11.6060000-05:00,2025-04-12T01:04:11.6060000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,498d8a21-a626-45f1-840d-3ae90ad2c3f1,54.97943,-119.38286,12.85971,5.13134,0.77703,-15.74213,-1.49059,1.16165,1.89651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2025-04-11,20:04:51,3,3,"Hoffman, Kendall",825929,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,5,Top,1,0,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.86636,-1.201241,-4.290415,2193.186429,223.826055,1:30,5.31816,1.09342,5.83196,-20.25434,13.94024,12.28469,2.51036,-1.87854,82.62716,-5.01427,-2.096648,0.420872,,,,,,,,,,,,-7.44902,7.79182,-0.74957,50,5.20791,9.32183,-131.55688,-3.41783,-13.01133,28.77399,-18.56395,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,234b12f0-173a-11f0-b3ec-b7b50aa593bb,89.55794,,,8.2392,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:04:51,2025-04-11T20:04:51.0930000-05:00,2025-04-12T01:04:51.0930000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,33797df5-002a-46ff-b943-46e1bb0a933c,54.6667,-132.57364,14.387,5.3171,-2.76185,-9.28198,-1.08709,9.7816,-6.50567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2025-04-11,20:05:11,3,4,"Hoffman, Kendall",825929,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,5,Top,1,1,2,Sinker,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.94797,-0.58023,-1.32755,2509.548581,102.87009,9:30,5.3088,1.25291,5.50752,-38.97573,2.42685,-4.68551,1.51801,-0.37933,75.84788,-7.71689,-2.163334,0.463111,,,,,,,,,,,,1.99307,1.74996,-1.13369,50,5.23175,2.97868,-120.38397,-2.57024,2.90588,24.78482,-29.62266,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,2f3a3050-173a-11f0-b3ec-b7b50aa593bb,81.38963,,,7.1001,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:05:11,2025-04-11T20:05:10.9280000-05:00,2025-04-12T01:05:10.9280000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,0f0d2e83-e1b3-4322-b316-906984855ec2,54.99414,-121.40782,12.39241,5.31265,-1.34654,-14.81133,-1.25426,2.85865,1.45294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2025-04-11,20:05:53,3,5,"Hoffman, Kendall",825929,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,5,Top,1,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.83161,-2.090861,-3.225574,2346.83296,249.34776,2:15,5.23888,1.28489,5.53818,-26.10265,8.2115,18.33111,1.10538,-0.20563,82.52658,-6.940517,0.041103,0.421607,,,,,,,,,,,,-10.35445,5.21677,-1.01741,50,5.04008,6.64529,-132.83431,-5.81031,-18.13282,33.72927,-23.03835,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,4824d200-173a-11f0-b3ec-b7b50aa593bb,89.40176,,,9.30503,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:05:53,2025-04-11T20:05:52.7520000-05:00,2025-04-12T01:05:52.7520000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,05bc9bb7-5447-400c-995b-741c05b6969b,54.96128,-134.08816,16.86464,5.24015,-4.95388,-11.51917,-1.27697,7.31935,-9.06641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09129,1.76114,0.87552,0.88562,1.41371,1.10502,0.20563,-3.84749,4.16663,3.70434,59.83465,5.14879,64.95204,-3.72872,81.32366,-10.72951,4.19606,12.56993,-12.96349,3.73595,73.26212,-4.65931,High,High,High,,,High,High,High
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2025-04-11,20:06:41,3,6,"Hoffman, Kendall",825929,Right,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,5,Top,1,2,2,Sinker,Sinker,HitByPitch,Undefined,Undefined,Undefined,0,0,,91.81949,-1.892131,-5.330091,2414.908206,243.674388,2:00,5.25937,1.09598,5.59348,-24.80041,9.57831,16.71434,1.41762,-2.50241,82.4393,-6.51542,-2.362953,0.422004,,,,,,,,,,,,-10.52595,5.81941,-0.64941,50,5.08032,11.65508,-132.56187,-5.27426,-18.34852,33.7194,-22.02979,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,6502f500-173a-11f0-b3ec-b7b50aa593bb,89.31781,,,9.38019,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:06:41,2025-04-11T20:06:41.3270000-05:00,2025-04-12T01:06:41.3270000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,296d032e-86f0-4ea4-b6c9-355611567b03,54.90982,-133.80494,16.8597,5.25978,-4.46213,-11.0149,-1.09155,12.3315,-9.17426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2025-04-11,20:07:27,4,1,"Hoffman, Kendall",825929,Right,HOU_COU,"Swain, Chase",701886,Right,WES_MOU,Undefined,5,Top,1,0,0,Sinker,Sinker,InPlay,Undefined,FlyBall,Sacrifice,1,1,,90.37726,-0.238579,-2.419146,2048.7986,232.141306,1:45,5.17554,1.27401,5.86499,-24.0886,10.46556,11.93713,2.94632,0.02008,81.84974,-4.757257,-0.279441,0.423079,93.2554,56.641133,15.308528,5285.640794,98.9573,149.04436,48.03585,217.13686,105.75807,31.924359,6.217771,-6.87524,5.76725,-1.08497,50,5.14227,5.02878,-131.10412,-1.35129,-11.848,30.27635,-22.23545,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,807d4240-173a-11f0-b3ec-b7b50aa593bb,89.09079,154.3904,,8.52752,,,,1.9377,2.17742,-0.72675,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:07:27,2025-04-11T20:07:27.1570000-05:00,2025-04-12T01:07:27.1570000Z,FlyBall,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,bfb31fe0-2a80-42d2-aa7b-1f5d0cf22597,54.63552,-132.17029,15.13817,5.17607,-0.56828,-11.11773,-1.2694,5.446,-5.924,197.399051,1.94529,72.39429,-23.65726,6.37897,-0.88231,-0.04219,0.03823,-0.00549,0.00026,2.15626,114.5562,-27.61444,3.76932,-1.01138,0.22996,-0.03099,0.00187,-3.00E-05,-0.72253,19.8002,2.17189,-1.45185,0.42697,-0.06566,0.00302,0.00038,-4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2025-04-11,20:08:12,5,1,"Hoffman, Kendall",825929,Right,HOU_COU,"Barnett, Spencer",823915,Left,WES_MOU,Undefined,5,Top,2,0,0,Sinker,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.83821,-0.286176,-3.005389,2144.877571,231.400656,1:45,5.24915,1.30738,5.76341,-22.65552,11.03083,12.33957,3.09446,-0.46419,82.96247,-4.539369,-0.799479,0.417733,,,,,,,,,,,,-7.17036,6.04929,-1.06564,50,5.21186,6.4265,-133.07908,-1.44011,-12.71998,31.43684,-21.44279,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,9b39e4d0-173a-11f0-b3ec-b7b50aa593bb,90.23101,,,8.87574,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:08:12,2025-04-11T20:08:12.0970000-05:00,2025-04-12T01:08:12.0970000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,795d9d08-b17d-4b48-ac97-de80101b879b,54.7349,-134.19293,15.71842,5.24943,-0.68036,-10.72139,-1.30133,6.87718,-6.35999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2025-04-11,20:08:29,5,2,"Hoffman, Kendall",825929,Right,HOU_COU,"Barnett, Spencer",823915,Left,WES_MOU,Undefined,5,Top,2,0,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,91.31042,-1.248042,-2.975929,2195.510941,238.460471,2:00,5.28636,1.29707,5.80582,-23.13517,10.92064,15.82505,2.19597,-0.15434,82.53392,-5.587287,-0.142964,0.420017,102.5001,1.163893,17.821863,2509.798135,,,,58.09527,54.82245,18.668836,0.398482,-9.02973,6.31142,-1.06226,50,5.17012,6.18614,-132.32669,-3.66943,-15.81263,31.49619,-21.12165,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,a54af360-173a-11f0-b3ec-b7b50aa593bb,89.74023,2.33207,,8.7765,,,,1.49216,2.22965,0.13495,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:08:29,2025-04-11T20:08:29.0400000-05:00,2025-04-12T01:08:29.0400000Z,GroundBall,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,7de6d93d-1d81-46e4-a512-a4bfdd949f74,54.69446,-133.43938,15.74809,5.28657,-2.92325,-10.56083,-1.29067,6.74476,-7.90632,306.159812,1.50167,142.77076,-21.18409,,,,,,,2.23817,2.76752,-21.09176,,,,,,,0.13192,46.10395,0.60148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2025-04-11,20:10:54,1,1,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.4345,-2.758449,5.151562,2132.775464,146.316755,11:00,5.56066,-3.49192,5.47823,-21.62954,15.86044,-9.74501,1.16454,0.52954,79.89114,-6.78239,3.42643,0.440686,,,,,,,,,,,,6.37429,9.14453,3.04532,50,5.30286,-10.96711,-126.3022,-6.8234,10.28989,25.88031,-17.41223,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,fb90d3c0-173a-11f0-b3ec-b7b50aa593bb,85.53131,,,7.54335,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:10:54,2025-04-11T20:10:53.7220000-05:00,2025-04-12T01:10:53.7220000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,94c518e8-d9df-4a95-b9af-f5c0fce58c5d,55.02237,-127.32716,12.94015,5.55944,-6.1338,-8.70612,3.48774,-11.37463,5.14494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2025-04-11,20:11:10,1,2,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.11378,-0.437278,5.383811,2288.729821,148.473525,11:00,5.50565,-3.51184,5.66262,-18.25123,17.00926,-9.6813,3.57513,0.71672,81.43773,-3.89786,3.666559,0.427382,,,,,,,,,,,,6.48674,9.08977,3.06117,50,5.45714,-11.82874,-130.16702,-1.55918,11.04132,29.33954,-16.70198,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,04dd59d0-173b-11f0-b3ec-b7b50aa593bb,88.19389,,,8.67605,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:11:10,2025-04-11T20:11:09.5240000-05:00,2025-04-12T01:11:09.5240000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,69e40fe0-4671-481b-9da5-eec7a3446e19,54.83484,-131.25226,14.66977,5.50339,-0.94138,-8.35099,3.50626,-12.23715,5.52066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2025-04-11,20:11:27,1,3,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,5,Bottom,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.21868,-2.493334,3.550404,2155.549314,140.111837,10:45,5.50328,-3.3781,5.27917,-20.23151,15.14316,-11.67095,1.46957,-1.01183,82.25971,-6.257967,1.484021,0.428073,,,,,,,,,,,,6.84835,8.63563,3.06257,50,5.26068,-7.56343,-130.56137,-6.40392,11.7956,28.04077,-17.30003,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,0f1fffb0-173b-11f0-b3ec-b7b50aa593bb,88.05151,,,7.95896,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:11:27,2025-04-11T20:11:26.5770000-05:00,2025-04-12T01:11:26.5770000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,343c5dd3-c166-4783-90bd-091a8a5563bf,55.22083,-131.67788,14.02038,5.50195,-5.71508,-8.65002,3.37307,-8.03309,5.8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
